start_time_s,end_time_s,duration_s,tracker_id,start_x,start_y,start_z,end_x,end_y,end_z,path_length_m,avg_speed_mps,max_speed_mps,release_type,final_contact_level
9.6006,9.6557,0.0551,CubeRed,0.0000,0.6890,0.8717,-0.0106,0.6796,0.6978,0.0000,0.0000,0.0000,placement,Resting
9.6559,9.7667,0.1108,CubeRed,0.0129,0.7017,0.8760,-0.0106,0.6796,0.6978,0.0000,0.6747,0.6747,placement,Resting
9.7668,9.7950,0.0282,CubeRed,0.0065,0.7047,0.8756,-0.0106,0.6796,0.6978,0.0000,0.1250,0.1250,placement,Resting
18.1574,18.2109,0.0535,CubeRed,-0.0514,0.6796,1.0460,-0.1602,0.6796,0.8539,0.0000,0.0000,0.0000,placement,Resting
18.2110,18.3225,0.1115,CubeRed,-0.1250,0.6546,1.0416,-0.1602,0.6796,0.8539,0.0000,2.7912,2.7912,placement,Resting
18.3227,18.3499,0.0272,CubeRed,-0.1675,0.6407,1.0443,-0.1602,0.6796,0.8539,0.0000,0.8466,0.8466,placement,Resting
18.3500,18.4047,0.0547,CubeRed,-0.1876,0.6124,1.0543,-0.1602,0.6796,0.8539,0.0000,0.3173,0.3173,placement,Resting
18.4049,18.5155,0.1106,CubeRed,-0.2295,0.6096,1.0323,-0.1602,0.6796,0.8539,0.0000,1.8508,1.8508,placement,Resting
18.5156,18.5446,0.0290,CubeRed,-0.2470,0.6183,1.0156,-0.1602,0.6796,0.8539,0.0000,0.4711,0.4711,placement,Resting
20.8943,20.9494,0.0551,CubeRed,0.1963,0.6796,0.8965,-0.1473,0.6796,0.7359,0.0000,0.0000,0.0000,placement,Resting
20.9495,21.0590,0.1095,CubeRed,0.2173,0.6539,0.8935,-0.1473,0.6796,0.7359,0.0000,1.1096,1.1096,placement,Resting
21.0591,21.0878,0.0287,CubeRed,0.2150,0.6305,0.9154,-0.1473,0.6796,0.7359,0.0000,0.5837,0.5837,placement,Resting
21.0885,21.1410,0.0526,CubeRed,0.2233,0.6068,0.9114,-0.1473,0.6796,0.7359,0.0000,0.2303,0.2303,placement,Resting
24.5872,24.5876,0.0004,CubeBlue,-0.3274,0.6629,0.8937,-0.0378,0.6604,0.9741,0.0000,0.0000,0.0000,placement,Resting
24.6413,24.6414,0.0001,CubeBlue,-0.0764,0.8036,0.6746,-0.0378,0.6604,0.9741,0.0000,13.3116,13.3116,placement,Resting
24.7537,24.7538,0.0001,CubeBlue,0.1217,0.8405,0.6152,-0.0378,0.6604,0.9741,0.0000,3.9014,3.9014,placement,Resting
24.7817,24.7818,0.0001,CubeBlue,0.3046,0.7676,0.5940,-0.0378,0.6604,0.9741,0.0000,1.7457,1.7457,placement,Resting
24.8380,24.8381,0.0001,CubeBlue,0.2688,0.6800,0.5904,-0.0378,0.6604,0.9741,0.0000,3.4070,3.4070,placement,Resting
24.9466,24.9467,0.0001,CubeBlue,0.1805,0.6553,0.6087,-0.0378,0.6604,0.9741,0.0000,1.6743,1.6743,placement,Resting
26.3907,26.3908,0.0001,CubeBlue,0.0946,0.6599,0.6535,-0.0378,0.6604,0.9741,0.0000,0.0000,0.0000,placement,Resting
26.5034,26.5037,0.0002,CubeBlue,-0.0527,0.7363,0.7416,-0.0378,0.6604,0.9741,0.0000,3.5810,3.5810,placement,Resting
26.5331,26.5332,0.0001,CubeBlue,-0.1457,0.7199,0.8142,-0.0378,0.6604,0.9741,0.0000,1.0509,1.0509,placement,Resting
26.5855,26.5856,0.0001,CubeBlue,-0.1105,0.5844,0.8015,-0.0378,0.6604,0.9741,0.0000,4.7606,4.7606,placement,Resting
